1	1	256	57881	57729	1
1	3	8	78044	3	2
1	3	8	82841	4800	1
1	3	8	87641	9600	1
1	3	8	92441	14400	1
1	3	251	93080	15039	2
1	3	253	94520	16479	1
1	3	8	97241	19200	1
1	3	8	102041	24000	1
1	3	8	106841	28800	1
1	3	8	111641	33600	1
1	3	8	116441	38400	1
1	3	8	121241	43200	1
1	3	8	126041	48000	1
1	3	8	130841	52800	1
1	3	251	134360	56319	1
1	3	8	135641	57600	1
1	3	253	136920	58879	1
1	3	8	140441	62400	1
1	3	8	145241	67200	1
1	3	108	150041	72000	1
1	3	108	154841	76800	1
1	3	108	159641	81600	1
1	3	108	164441	86400	1
1	3	251	164599	86558	2
1	3	253	167319	89278	1
1	3	108	169241	91200	1
1	3	108	174041	96000	1
1	3	108	178841	100800	1
1	3	108	183641	105600	1
1	3	108	188441	110400	1
1	3	108	193241	115200	1
1	3	108	198041	120000	1
1	3	108	202841	124800	1
1	3	108	207641	129600	1
1	3	108	212441	134400	1
1	4	3	317366	0	2
1	4	3	322166	4800	1
1	4	3	326966	9600	1
1	4	3	331766	14400	1
1	4	3	336566	19200	1
1	4	3	341366	24000	1
1	4	3	346166	28800	1
1	4	3	350966	33600	1
1	4	3	355766	38400	1
1	4	3	360566	43200	1
1	4	3	365366	48000	1
1	4	3	370166	52800	1
1	4	3	374966	57600	1
1	4	3	379766	62400	1
1	4	3	384566	67200	1
1	4	3	389366	72000	1
1	4	3	394166	76800	1
1	4	3	398966	81600	1
1	4	3	403766	86400	1
1	4	3	408566	91200	1
1	4	3	413366	96000	1
1	4	3	418166	100800	1
1	4	3	422966	105600	1
1	4	3	427766	110400	1
1	4	3	432566	115200	1
1	4	3	437366	120000	1
1	4	3	442166	124800	1
1	4	3	446966	129600	1
1	4	3	451766	134400	1
1	4	3	456566	139200	1
1	4	3	461366	144000	1
1	4	3	466166	148800	1
1	4	3	470966	153600	1
1	4	3	475766	158400	1
1	4	103	480566	163200	1
1	4	103	485366	168000	1
1	4	251	489875	172509	2
1	4	103	490166	172800	1
1	4	253	492435	175069	1
1	4	103	494966	177600	1
1	4	103	499766	182400	1
1	4	103	504566	187200	1
1	4	103	509366	192000	1
1	4	103	514166	196800	1
1	4	103	518966	201600	1
1	4	103	523766	206400	1
1	4	103	528566	211200	1
1	4	103	533366	216000	1
1	4	103	538166	220800	1
1	4	103	542966	225600	1
1	5	10	647895	0	1
1	5	10	652695	4800	1
1	5	10	657495	9600	1
1	5	10	662295	14400	1
1	5	10	667095	19200	1
1	5	10	671895	24000	1
1	5	10	676695	28800	1
1	5	10	681495	33600	1
1	5	10	686295	38400	1
1	5	10	691095	43200	1
1	5	10	695895	48000	1
1	5	10	700695	52800	1
1	5	10	705495	57600	1
1	5	10	710295	62400	1
1	5	110	715095	67200	1
1	5	110	719895	72000	1
1	5	110	724695	76800	1
1	5	110	729495	81600	1
1	5	251	731792	83897	2
1	5	253	733392	85497	1
1	5	110	734295	86400	1
1	5	110	739095	91200	1
1	5	110	743895	96000	1
1	5	110	748695	100800	1
1	5	110	753495	105600	1
1	5	110	758295	110400	1
1	5	110	763095	115200	1
1	5	110	767895	120000	1
1	5	110	772695	124800	1
1	5	110	777495	129600	1
1	6	1	882394	0	1
1	6	1	887194	4800	1
1	6	1	891994	9600	1
1	6	1	896794	14400	1
1	6	1	901594	19200	1
1	6	1	906394	24000	1
1	6	1	911194	28800	1
1	6	1	915994	33600	1
1	6	1	920794	38400	1
1	6	1	925594	43200	1
1	6	1	930394	48000	1
1	6	1	935194	52800	1
1	6	1	939994	57600	1
1	6	1	944794	62400	1
1	6	101	949594	67200	1
1	6	101	954394	72000	1
1	6	101	959194	76800	1
1	6	101	963994	81600	1
1	6	101	968794	86400	1
1	6	101	973594	91200	1
1	6	251	974509	92115	1
1	6	253	977709	95315	1
1	6	101	978394	96000	1
1	6	101	983194	100800	1
1	6	101	987994	105600	1
1	6	101	992794	110400	1
1	6	101	997594	115200	1
1	6	101	1002394	120000	1
1	6	101	1007194	124800	1
1	6	101	1011994	129600	1
1	7	4	1116893	1	1
1	7	4	1121692	4800	1
1	7	4	1126492	9600	1
1	7	4	1131292	14400	1
1	7	4	1136092	19200	1
1	7	4	1140892	24000	1
1	7	4	1145692	28800	1
1	7	4	1150492	33600	1
