7	1	256	159439	159287	1
7	3	8	179732	4	1
7	3	8	184528	4800	1
7	3	8	189328	9600	1
7	3	251	193678	13950	2
7	3	8	194128	14400	1
7	3	8	198928	19200	1
7	3	8	203728	24000	1
7	3	8	208528	28800	1
7	3	8	213328	33600	1
7	3	8	218128	38400	1
7	3	8	222928	43200	1
7	3	8	227728	48000	1
7	3	8	232528	52800	1
7	3	8	237328	57600	1
7	3	8	242128	62400	1
7	3	8	246928	67200	1
7	3	108	251728	72000	1
7	3	253	253997	74269	1
7	3	108	256528	76800	1
7	3	108	261328	81600	1
7	3	251	263437	83709	1
7	3	108	266128	86400	1
7	3	108	270928	91200	1
7	3	108	275728	96000	1
7	3	108	280528	100800	1
7	3	108	285328	105600	1
7	3	108	290128	110400	1
7	3	108	294928	115200	1
7	3	108	299728	120000	1
7	3	108	304528	124800	1
7	3	108	309328	129600	1
7	3	108	314128	134400	1
7	3	253	322635	142907	2
7	4	3	419052	0	2
7	4	3	423852	4800	1
7	4	3	428652	9600	1
7	4	3	433452	14400	1
7	4	3	438252	19200	1
7	4	3	443052	24000	1
7	4	3	447852	28800	1
7	4	3	452652	33600	1
7	4	3	457452	38400	1
7	4	3	462252	43200	1
7	4	3	467052	48000	1
7	4	3	471852	52800	1
7	4	3	476652	57600	1
7	4	3	481452	62400	1
7	4	3	486252	67200	1
7	4	3	491052	72000	1
7	4	3	495852	76800	1
7	4	3	500652	81600	1
7	4	3	505452	86400	1
7	4	3	510252	91200	1
7	4	3	515052	96000	1
7	4	3	519852	100800	1
7	4	3	524652	105600	1
7	4	3	529452	110400	1
7	4	3	534252	115200	1
7	4	3	539052	120000	1
7	4	3	543852	124800	1
7	4	3	548652	129600	1
7	4	3	553452	134400	1
7	4	3	558252	139200	1
7	4	3	563052	144000	1
7	4	3	567852	148800	1
7	4	251	568071	149019	1
7	4	253	568551	149499	1
7	4	3	572652	153600	1
7	4	3	577452	158400	1
7	4	103	582252	163200	1
7	4	103	587052	168000	1
7	4	251	591590	172538	1
7	4	103	591852	172800	1
7	4	103	596652	177600	1
7	4	103	601452	182400	1
7	4	103	606252	187200	1
7	4	103	611052	192000	1
7	4	103	615852	196800	1
7	4	103	620652	201600	1
7	4	103	625452	206400	1
7	4	103	630252	211200	1
7	4	103	635052	216000	1
7	4	103	639852	220800	1
7	4	103	644652	225600	1
7	4	253	653349	234297	1
7	5	10	749578	0	2
7	5	10	754378	4800	1
7	5	10	759178	9600	1
7	5	10	763978	14400	1
7	5	10	768778	19200	1
7	5	10	773578	24000	1
7	5	10	778378	28800	1
7	5	10	783178	33600	1
7	5	10	787978	38400	1
7	5	10	792778	43200	1
7	5	10	797578	48000	1
7	5	10	802378	52800	1
7	5	10	807178	57600	1
7	5	10	811978	62400	1
7	5	110	816778	67200	1
7	5	110	821578	72000	1
7	5	110	826378	76800	1
7	5	251	828546	78968	1
7	5	110	831178	81600	1
7	5	110	835978	86400	1
7	5	110	840778	91200	1
7	5	110	845578	96000	1
7	5	110	850378	100800	1
7	5	110	855178	105600	1
7	5	110	859978	110400	1
7	5	110	864778	115200	1
7	5	110	869578	120000	1
7	5	110	874378	124800	1
7	5	110	879178	129600	1
7	5	253	886304	136726	2
7	6	1	984076	0	1
7	6	1	988876	4800	1
7	6	1	993676	9600	1
7	6	1	998476	14400	1
7	6	1	1003276	19200	1
7	6	1	1008076	24000	1
7	6	1	1012876	28800	1
7	6	1	1017676	33600	1
7	6	1	1022476	38400	1
7	6	1	1027276	43200	1
7	6	1	1032076	48000	1
7	6	1	1036876	52800	1
7	6	1	1041676	57600	1
7	6	1	1046476	62400	1
7	6	101	1051276	67200	1
7	6	101	1056076	72000	1
7	6	101	1060876	76800	1
7	6	101	1065676	81600	1
7	6	101	1070476	86400	1
7	6	101	1075276	91200	1
7	6	251	1076861	92785	2
7	6	101	1080076	96000	1
7	6	101	1084876	100800	1
7	6	101	1089676	105600	1
7	6	101	1094476	110400	1
7	6	101	1099276	115200	1
7	6	101	1104076	120000	1
7	6	101	1108876	124800	1
7	6	101	1113676	129600	1
7	6	253	1121180	137104	1
7	7	4	1218573	0	2
7	7	4	1223373	4800	1
7	7	4	1228173	9600	1
7	7	4	1232973	14400	1
7	7	4	1237773	19200	1
7	7	4	1242573	24000	1
7	7	4	1247373	28800	1
7	7	4	1252173	33600	1
7	7	4	1256973	38400	1
7	7	4	1261773	43200	1
7	7	4	1266573	48000	1
7	7	4	1271373	52800	1
7	7	4	1276173	57600	1
7	7	4	1280973	62400	1
7	7	104	1285773	67200	1
7	7	104	1290573	72000	1
7	7	104	1295373	76800	1
7	7	251	1296857	78284	1
7	7	104	1300173	81600	1
7	7	104	1304973	86400	1
7	7	104	1309773	91200	1
7	7	104	1314573	96000	1
7	7	104	1319373	100800	1
7	7	104	1324173	105600	1
7	7	104	1328973	110400	1
7	7	104	1333773	115200	1
7	7	104	1338573	120000	1
7	7	104	1343373	124800	1
7	7	104	1348173	129600	1
7	7	253	1356536	137963	1
7	8	14	1453071	1	1
7	8	14	1457870	4800	1
7	8	14	1462670	9600	1
7	8	14	1467470	14400	1
7	8	14	1472270	19200	1
7	8	251	1475413	22343	1
7	8	14	1477070	24000	1
7	8	14	1481870	28800	1
7	8	14	1486670	33600	1
7	8	14	1491470	38400	1
7	8	14	1496270	43200	1
7	8	252	1497013	43943	1
7	8	253	1497812	44742	2
7	8	14	1501070	48000	1
7	8	14	1505870	52800	1
7	8	14	1510670	57600	1
7	8	14	1515470	62400	1
7	8	14	1520270	67200	1
7	8	114	1525070	72000	1
7	8	114	1529870	76800	1
7	8	254	1530452	77382	1
7	8	114	1534670	81600	1
7	8	251	1537651	84581	2
7	8	114	1539470	86400	1
7	8	114	1544270	91200	1
7	8	114	1549070	96000	1
7	8	114	1553870	100800	1
7	8	114	1558670	105600	1
7	8	114	1563470	110400	1
7	8	114	1568270	115200	1
7	8	114	1573070	120000	1
7	8	114	1577870	124800	1
7	8	114	1582670	129600	1
7	8	114	1587470	134400	1
7	8	253	1595571	142501	1
7	9	256	2328677	636283	1
7	11	4	2348954	0	2
7	11	4	2353754	4800	1
7	11	4	2358554	9600	1
7	11	4	2363354	14400	1
7	11	4	2368154	19200	1
7	11	4	2372954	24000	1
7	11	4	2377754	28800	1
7	11	4	2382554	33600	1
7	11	4	2387354	38400	1
7	11	4	2392154	43200	1
7	11	4	2396954	48000	1
7	11	4	2401754	52800	1
7	11	4	2406554	57600	1
7	11	4	2411354	62400	1
7	11	104	2416154	67200	1
7	11	251	2418275	69321	1
7	11	104	2420954	72000	1
7	11	104	2425754	76800	1
7	11	104	2430554	81600	1
7	11	104	2435354	86400	1
7	11	104	2440154	91200	1
7	11	104	2444954	96000	1
7	11	104	2449754	100800	1
7	11	104	2454554	105600	1
7	11	104	2459354	110400	1
7	11	104	2464154	115200	1
7	11	104	2468954	120000	1
7	11	104	2473754	124800	1
7	11	104	2478554	129600	1
7	11	253	2487233	138279	2
7	12	7	2583452	1	1
7	12	7	2588251	4800	1
7	12	7	2593051	9600	1
7	12	251	2595552	12101	1
7	12	7	2597851	14400	1
7	12	7	2602651	19200	1
7	12	7	2607451	24000	1
7	12	7	2612251	28800	1
7	12	253	2613311	29860	1
7	12	252	2616030	32579	2
7	12	7	2617051	33600	1
7	12	7	2621851	38400	1
7	12	7	2626651	43200	1
7	12	7	2631451	48000	1
7	12	7	2636251	52800	1
7	12	7	2641051	57600	1
7	12	7	2645851	62400	1
7	12	107	2650651	67200	1
7	12	107	2655451	72000	1
7	12	254	2658430	74979	1
7	12	107	2660251	76800	1
7	12	251	2661150	77699	1
7	12	107	2665051	81600	1
7	12	107	2669851	86400	1
7	12	107	2674651	91200	1
7	12	107	2679451	96000	1
7	12	107	2684251	100800	1
7	12	107	2689051	105600	1
7	12	107	2693851	110400	1
7	12	107	2698651	115200	1
7	12	107	2703451	120000	1
7	12	107	2708251	124800	1
7	12	107	2713051	129600	1
7	12	253	2722588	139137	2
7	13	3	2817949	0	1
7	13	3	2822749	4800	1
7	13	3	2827549	9600	1
7	13	3	2832349	14400	1
7	13	3	2837149	19200	1
7	13	3	2841949	24000	1
7	13	3	2846749	28800	1
7	13	3	2851549	33600	1
7	13	3	2856349	38400	1
7	13	3	2861149	43200	1
7	13	3	2865949	48000	1
7	13	3	2870749	52800	1
7	13	3	2875549	57600	1
7	13	3	2880349	62400	1
7	13	3	2885149	67200	1
7	13	3	2889949	72000	1
7	13	3	2894749	76800	1
7	13	3	2899549	81600	1
7	13	3	2904349	86400	1
7	13	3	2909149	91200	1
7	13	3	2913949	96000	1
7	13	3	2918749	100800	1
7	13	3	2923549	105600	1
7	13	3	2928349	110400	1
7	13	3	2933149	115200	1
7	13	3	2937949	120000	1
7	13	3	2942749	124800	1
7	13	3	2947549	129600	1
7	13	3	2952349	134400	1
7	13	3	2957149	139200	1
7	13	3	2961949	144000	1
7	13	3	2966749	148800	1
7	13	3	2971549	153600	1
7	13	3	2976349	158400	1
7	13	103	2981149	163200	1
7	13	103	2985949	168000	1
7	13	251	2988824	170875	1
7	13	103	2990749	172800	1
7	13	103	2995549	177600	1
7	13	103	3000349	182400	1
7	13	103	3005149	187200	1
7	13	103	3009949	192000	1
7	13	103	3014749	196800	1
7	13	103	3019549	201600	1
7	13	103	3024349	206400	1
7	13	103	3029149	211200	1
7	13	103	3033949	216000	1
7	13	103	3038749	220800	1
7	13	252	3041623	223674	1
7	13	253	3042103	224154	1
7	13	103	3043549	225600	1
7	13	254	3053302	235353	1
7	14	15	3148476	1	1
7	14	15	3153275	4800	1
7	14	251	3156500	8025	2
7	14	15	3158075	9600	1
7	14	15	3162875	14400	1
7	14	253	3165300	16825	1
7	14	15	3167675	19200	1
7	14	252	3168980	20505	1
